id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10
0,10.0,6.556842e-10,6.967417e-18,8.4229435e-21,1.4202792e-14,3.1206702e-12,4.4504564e-17,2.3912454e-12,1.8644114e-12,5.4072137e-20,1.07278315e-13,1.0
1,9.0,4.624817e-09,1.1322576e-10,1.7211177e-10,7.208553e-11,0.00013992965,3.379076e-06,0.00031739697,1.4979526e-11,8.803588e-09,0.99953926,4.6898702e-08
2,6.0,1.616474e-23,9.596345e-24,7.2505607e-23,1.069732e-25,2.3515353e-22,4.304682e-19,1.0,1.0143496e-23,1.4072972e-15,1.067814e-21,4.354454e-22
3,4.0,1.260155e-09,4.975933e-14,9.171561e-13,7.7553193e-13,1.0,3.014018e-10,5.997386e-13,4.707524e-11,1.2555454e-14,4.8991273e-09,4.4328655e-11
4,10.0,3.059771e-14,6.2850446e-15,2.2888983e-17,4.093977e-12,3.6637683e-08,3.2662388e-12,1.9637051e-08,2.3862419e-09,1.3060487e-14,1.9584702e-10,1.0
5,8.0,2.8086128e-28,9.261e-41,2.4277575e-23,1.8635884e-28,2.5797275e-21,2.5224251e-25,2.8647843e-20,2.2792385e-06,0.99999774,1.6435165e-32,2.8021617e-19
6,6.0,2.2357036e-18,3.966441e-21,1.6044183e-18,1.1513008e-21,3.350619e-21,2.4151845e-13,0.99999976,4.0172873e-20,2.6512467e-07,9.613468e-21,2.9451067e-18
7,9.0,1.6839192e-09,1.1783527e-06,1.3531167e-12,1.5483806e-10,7.562833e-11,4.492867e-09,1.5363201e-09,6.5670663e-12,2.1438527e-15,0.999997,1.771865e-06
8,1.0,2.304742e-11,1.0,1.8699216e-11,1.3954751e-11,5.052634e-18,8.067803e-11,2.1214999e-14,2.8853445e-12,3.5897746e-19,1.5429497e-09,4.719152e-13
9,6.0,6.2541736e-13,3.7441484e-11,1.1773e-10,6.799653e-08,5.605159e-20,1.4895433e-08,0.9999999,1.1554166e-18,1.00992606e-13,6.181549e-12,5.598524e-16
10,10.0,7.185163e-17,7.628249e-19,4.7483413e-17,1.7597097e-12,9.2721314e-10,1.9116256e-13,2.862683e-12,5.072355e-09,2.7172955e-16,1.2758163e-10,1.0
11,10.0,1.5589365e-09,1.7432289e-15,4.2550957e-18,1.233776e-12,1.2811349e-05,7.765615e-12,2.0027109e-09,5.4609203e-11,2.3427034e-15,4.8072857e-10,0.99998724
12,0.0,0.9999832,1.9071308e-07,2.6857307e-09,1.5284876e-11,4.2548627e-09,5.100154e-08,7.897393e-07,8.572845e-12,6.6637744e-13,1.5529386e-05,2.6694315e-07
13,6.0,2.9918814e-13,5.6668496e-17,9.760528e-16,8.548701e-21,6.900461e-13,6.179499e-12,1.0,1.1420787e-16,6.534715e-11,3.0316806e-12,5.503051e-16
14,10.0,1.7260458e-10,5.6298516e-12,5.6012887e-15,3.821966e-13,1.0842948e-07,3.0544267e-10,0.0003064415,2.0629295e-05,2.516844e-10,4.1107373e-10,0.9996729
15,10.0,3.6232655e-16,9.113157e-25,1.0104045e-27,2.0509256e-13,2.9377268e-16,1.5849024e-20,2.4717237e-13,7.508793e-08,1.795969e-22,1.0741474e-19,0.9999999
16,9.0,3.632919e-10,1.0210485e-09,1.0315114e-12,5.2568816e-13,1.0386946e-07,8.118958e-09,1.2549054e-09,4.902133e-12,8.864171e-14,0.9999949,5.002683e-06
17,6.0,7.256184e-09,3.6860096e-14,5.796055e-10,2.7684869e-18,3.473286e-08,5.7100307e-09,0.9999995,3.5148894e-13,3.8350512e-07,5.267261e-10,2.9966216e-12
18,2.0,5.9215184e-09,3.0842098e-06,0.9999968,2.1685214e-13,3.965256e-10,2.6323493e-08,8.4114676e-10,1.0717722e-15,1.0231656e-09,5.729251e-08,3.0116865e-10
19,6.0,3.6303858e-19,4.505234e-18,7.667397e-20,3.434821e-19,4.571948e-15,7.2245286e-11,1.0,3.4026124e-17,7.8955065e-11,1.946434e-14,5.4887317e-16
20,7.0,3.8266712e-30,4.4467648e-36,2.0406814e-22,3.6968865e-23,8.856046e-12,1.926851e-16,2.8988664e-22,1.0,3.683343e-09,6.2057e-26,5.999353e-17
21,0.0,1.0,1.2475362e-11,2.7223434e-12,7.0579833e-14,6.6735413e-09,2.322364e-13,1.9886011e-11,7.8061933e-13,6.205856e-14,1.0028973e-08,2.7806007e-11
22,6.0,1.1579347e-13,1.9319959e-16,7.5211035e-20,3.337704e-17,2.8386614e-12,7.0381174e-13,1.0,4.1119567e-14,4.277068e-12,8.31221e-11,3.4944398e-11
23,8.0,6.814881e-25,2.0091638e-33,5.339491e-21,4.807526e-24,3.8670073e-18,1.868668e-22,4.143928e-20,3.753773e-05,0.99996245,7.26492e-27,7.6351194e-20
24,6.0,2.7122487e-11,8.468858e-20,3.7932377e-18,6.4270853e-19,1.2631996e-12,2.1328909e-12,1.0,2.1499594e-16,4.470124e-10,4.1902294e-13,1.5530998e-14
25,2.0,3.359865e-06,6.7769695e-05,0.9999279,3.3111456e-12,1.9460202e-09,3.2330124e-08,1.9337223e-08,6.4509086e-13,3.731863e-09,8.443982e-07,8.229202e-08
26,10.0,1.6397543e-11,4.7880994e-10,5.3743885e-13,1.5364737e-12,3.164516e-05,9.201597e-11,1.5150504e-11,1.2420971e-09,6.4516565e-12,3.3180308e-06,0.9999651
27,0.0,0.99999976,1.27002435e-08,2.1241336e-08,3.4005616e-13,1.6926286e-08,6.825432e-08,2.6300662e-10,1.3118294e-12,3.32919e-13,1.1936147e-08,1.0722419e-07
28,10.0,4.3305755e-09,3.6383e-11,4.6641176e-08,3.6590526e-11,0.002698296,6.890747e-06,3.025321e-10,9.994349e-08,1.9889278e-07,3.9896445e-06,0.99729055
