id,true_0,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10
0,9.0,4.6638386e-09,7.5677326e-07,3.0834065e-07,0.00021793379,2.1753985e-06,0.00054862164,0.000109169145,3.4564633e-09,1.270698e-10,0.9991048,1.6300824e-05
1,6.0,6.28321e-05,1.55322e-09,3.1711148e-16,5.3007117e-08,6.704307e-12,5.8634598e-08,0.9995504,8.038216e-13,1.3440417e-08,1.2834415e-10,0.00038663115
2,10.0,1.7051795e-10,1.3768454e-11,2.5321592e-08,2.1822309e-10,4.7267413e-06,6.744756e-05,2.7521015e-11,1.0791335e-10,9.582428e-07,1.3960379e-08,0.9999268
3,6.0,3.761465e-10,6.9260797e-13,3.2052604e-14,3.46257e-05,7.780194e-24,3.4571312e-17,0.9999654,9.021692e-12,6.0331033e-12,3.4575456e-10,2.6659937e-12
4,6.0,6.3697334e-17,1.9755371e-21,1.2232557e-21,5.5908667e-11,4.3350074e-17,1.3540764e-15,1.0,2.8101423e-12,2.0815182e-14,3.9165977e-14,3.454646e-10
5,6.0,2.8746333e-08,1.2274202e-14,4.681852e-22,1.1609079e-11,1.1074009e-24,3.5460482e-17,1.0,2.2253432e-12,3.1857524e-13,7.1833414e-13,7.072371e-15
6,9.0,0.0007125471,2.356191e-09,4.0573017e-10,0.0004753747,4.768014e-09,1.1483859e-05,0.0016853256,2.3633305e-08,1.2872924e-12,0.99615365,0.0009616222
7,6.0,9.480612e-10,7.9852475e-16,1.1484334e-15,8.404525e-08,9.4480535e-12,1.022846e-14,0.99999774,1.5951122e-06,4.913064e-07,8.18641e-08,7.271893e-10
8,6.0,2.2395515e-13,5.619711e-19,5.9274206e-22,1.6362358e-06,4.016292e-17,3.51694e-19,0.99999833,8.709644e-15,2.0570936e-12,2.9061345e-12,3.0382792e-09
9,9.0,3.850216e-13,1.6555968e-10,7.5006555e-12,8.586747e-11,8.339604e-09,6.827928e-08,7.88841e-07,9.579799e-10,3.9870002e-10,0.99999905,2.3668015e-10
